t,initial_BPD_ec_conc,initial_BPD_ic_conc,percent_degradation,relative_target,relative_naked_ternary,relative_all_ternary,Dmax,degradation_rate,naked_ternary_rate,poly_ub_target_rate,poly_ub_ternary_rate,total_target,total_target_ub,total_naked_ternary,total_ternary,total_bpd_ic,total_poly_ub_target,total_poly_ub_ternary,PROTAC,Kd_T_binary,kon_T_binary,kub,kde_ub,kdeg_UPS,kdeg_Ternary,alpha,PS_cell,Conc_T_base,kprod
24.0,0.001,0.0,0.0001256199394106261,99.99987438006059,0.15167875228084132,0.1528126770347749,0.00015099926170547562,-1.1938357175598375e-21,8.33519207114142e-21,5.073586579116295e-27,4.462334542162154e-29,5.239993417515175e-14,1.6005749915824805e-16,7.947966619516085e-17,8.007384276622205e-17,7.48786101740514e-14,2.1600889830920203e-23,1.7544943411677441e-25,ACBI1,9.26,36000.0,360,180,360,0,0.1,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,0.0002651048483670593,99.99973489515163,0.18270453744532086,0.18435389921496623,0.00029461335137037636,-2.5193694088042706e-21,1.0043326498411958e-20,1.0715586636127962e-26,1.137667642267064e-28,5.2399861085059453e-14,1.9309367859906973e-16,9.573717762134814e-17,9.660144318864231e-17,7.489483116841074e-14,4.55857298889829e-23,4.468292145852208e-25,ACBI1,9.26,36000.0,360,180,360,0,0.12067926406393285,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,0.0005588932241238354,99.99944110677588,0.21999184257145613,0.22239032849429405,0.0006625969348861283,-5.311138317760181e-21,1.2094963023122912e-20,2.260973600864708e-26,2.897605175495588e-28,5.239970713995056e-14,2.3293263026386736e-16,1.1527572550744301e-16,1.165325321310101e-16,7.491439247724537e-14,9.610317341241212e-23,1.1367962305473499e-24,ACBI1,9.26,36000.0,360,180,360,0,0.14563484775012436,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,0.001176791981919223,99.99882320801808,0.26476551226798334,0.2682522937747379,0.0014904413636940284,-1.1182474922553209e-20,1.4552662833653575e-20,4.7645258806486753e-26,7.370682193775669e-28,5.239938336100148e-14,2.809674340243605e-16,1.3873712842842328e-16,1.4056420193796268e-16,7.493797824959017e-14,2.0235104045091011e-22,2.888567384879879e-24,ACBI1,9.26,36000.0,360,180,360,0,0.1757510624854792,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,0.002474107433627637,99.99752589256637,0.31847176677284794,0.32353875572957935,0.00271093343366946,-2.3508676102178903e-20,1.7482018767639986e-20,1.0022495240128601e-25,1.8716337903573306e-27,5.239870356770478e-14,3.3887223899325144e-16,1.6687920578897234e-16,1.695343080022996e-16,7.496641080190175e-14,4.254219587742368e-22,7.328735187019559e-24,ACBI1,9.26,36000.0,360,180,360,0,0.21209508879201905,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,0.0051921832576908855,99.99480781674231,0.38280896510797685,0.39016895138395147,0.006314643486160509,-4.933070127255547e-20,2.0938679723909078e-20,2.1028153584964684e-25,4.740658069181715e-27,5.239727929597297e-14,4.086560586595572e-16,2.005918977165799e-16,2.0444853052519057e-16,7.500067722132589e-14,8.927808449916411e-22,1.8560340296082897e-23,ACBI1,9.26,36000.0,360,180,360,0,0.2559547922699536,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,0.010872493568683694,99.98912750643132,0.4597568534115062,0.4704414940338987,0.015475319000968213,-1.0328316520469012e-19,2.493325364758199e-20,4.393757651298391e-25,1.1960400318390896e-26,5.239430281337001e-14,4.927240682288101e-16,2.4091259118762924e-16,2.4651134287376293e-16,7.504195988018951e-14,1.8694495264930223e-21,4.690148723850107e-23,ACBI1,9.26,36000.0,360,180,360,0,0.3088843596477481,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,0.02270666828088963,99.97729333171911,0.5515986601642852,0.5670988702613958,0.031113558009399078,-2.1564576108198303e-19,2.934141141518288e-20,9.116316884346435e-25,2.9975833863227875e-26,5.238810170582082e-14,5.939439328022465e-16,2.8903769792608545e-16,2.9715980801697143e-16,7.509166992548261e-14,3.9040977174235235e-21,1.1820209540746177e-22,ACBI1,9.26,36000.0,360,180,360,0,0.372759372031494,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,0.047268351356748894,99.95273164864325,0.660924213385407,0.6833901508616573,0.05361066107476553,-4.487002033322843e-19,3.3680741939705676e-20,1.867373745409469e-24,7.423162398090662e-26,5.237523138388907e-14,7.157090102371711e-16,3.4632428781395327e-16,3.5809643905150845e-16,7.51514803545758e-14,8.126560599468838e-21,2.9692221676485326e-22,ACBI1,9.26,36000.0,360,180,360,0,0.44984326689694454,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,0.09800743752002461,99.90199256247998,0.790588948892031,0.8231121870816966,0.12495193300086083,-9.295402221721733e-19,3.656809987835298e-20,3.730703094943251e-24,1.7962197644130408e-25,5.2348644102739506e-14,8.619765151626023e-16,4.1426860921942423e-16,4.313107860308091e-16,7.522334928071984e-14,1.6847583191523008e-20,7.428561173899231e-22,ACBI1,9.26,36000.0,360,180,360,0,0.5428675439323859,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,0.20220724955670732,99.79779275044329,0.9435747634166025,0.9905797366844613,0.2625271685531727,-1.9146131655468282e-18,3.442732414132307e-20,7.072203167205274e-24,4.142673461484198e-25,5.229404340123229e-14,1.037226324924713e-15,4.944331760302997e-16,5.190637820226577e-16,7.530950970132862e-14,3.4750758449671276e-20,1.8491080418076917e-21,ACBI1,9.26,36000.0,360,180,360,0,0.6551285568595507,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,0.4145751350292102,99.58542486497079,1.1226364488035705,1.1904061779627944,0.5338239957942692,-3.9126186767001625e-18,1.849440625025463e-20,1.182663321012968e-23,8.541123300202488e-25,5.2182762629244695e-14,1.246211983249196e-15,5.88261499173071e-16,6.237728372525042e-16,7.541236907802977e-14,7.121209931175991e-20,4.572802096216062e-21,ACBI1,9.26,36000.0,360,180,360,0,0.7906043210907697,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,0.8430218140881607,99.15697818591184,1.3294885300551817,1.4268246185161262,0.7917106412808406,-7.904912803741935e-18,-3.1831470628211845e-20,1.2963175456611563e-23,1.238716762010201e-24,5.1958256569417805e-14,1.4932131100506316e-15,6.966519897489153e-16,7.476561001024502e-16,7.553418889944581e-14,1.4466459961597356e-19,1.1210403854612882e-20,ACBI1,9.26,36000.0,360,180,360,0,0.9540954763499939,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,1.6952012015960491,98.30479879840395,1.5630424565175958,1.701968680218829,2.150622910219102,-1.5693681029626334e-17,-1.6265053444448996e-19,-1.8306106843594764e-23,-1.1408319303360316e-24,5.151171457036367e-14,1.7801693940420168e-15,8.190342472152203e-16,8.918315884346665e-16,7.567626337273903e-14,2.903395110903659e-19,2.715160061869389e-20,ACBI1,9.26,36000.0,360,180,360,0,1.151395399326447,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,3.3550946353101807,96.64490536468982,1.815827251986068,2.011991759547039,4.107627910509937,-3.028614893534406e-17,-4.69398045591482e-19,-2.05389899568441e-22,-2.1820315763681224e-23,5.064193041109747e-14,2.102511383166779e-15,9.514934800406999e-16,1.0542836820026484e-15,7.583704639944759e-14,5.724808550704501e-19,6.460721177446585e-20,ACBI1,9.26,36000.0,360,180,360,0,1.3894954943731375,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,6.48553048759905,93.51446951240095,2.067488851913391,2.339329415001391,6.8262975122369,-5.571470301708326e-17,-1.1222187746685693e-18,-9.94665125457668e-22,-1.3237617741023265e-22,4.9001582024498106e-14,2.440928349033894e-15,1.0833641584026168e-15,1.225808613460729e-15,7.600835443473083e-14,1.0987680571274233e-18,1.4964365514675236e-19,ACBI1,9.26,36000.0,360,180,360,0,1.6768329368110073,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,12.092345666691557,87.90765433330844,2.275544992847724,2.640267721759295,13.62401337633824,-9.432441041607877e-17,-2.3308557227583296e-18,-3.70970554348993e-21,-6.0327650013522225e-22,4.606361087065363e-14,2.7483154846348876e-15,1.1923855762522075e-15,1.3835002862018709e-15,7.616902530487832e-14,2.0221203426437746e-18,3.323494242180691e-19,ACBI1,9.26,36000.0,360,180,360,0,2.0235896477251565,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,21.33068705946542,78.66931294053458,2.3701937594610833,2.8341011973574615,22.64123911151581,-1.380586125848488e-16,-4.064595115531314e-18,-1.1074568970718318e-20,-2.1852565281010873e-21,4.1222719980840124e-14,2.9388283099450925e-15,1.2419815299576078e-15,1.48506902741531e-15,7.627847534536457e-14,3.4882961513901536e-18,6.918982785924168e-19,ACBI1,9.26,36000.0,360,180,360,0,2.442053094548651,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,34.673152487631256,65.32684751236874,2.274792393943804,2.819517914553311,36.71546363239976,-1.5680092643163395e-16,-5.400650668718504e-18,-2.450907354235174e-20,-5.851942949945683e-21,3.4231268096481225e-14,2.9063122699817778e-15,1.1919912144265532e-15,1.477427387225935e-15,7.628200157445493e-14,5.48242810217668e-18,1.3123409882552907e-18,ACBI1,9.26,36000.0,360,180,360,0,2.9470517025518097,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,50.57206233221322,49.42793766778678,1.9728300574782338,2.5518962912709693,49.5727896773862,-1.1575260375967105e-16,-4.595670252562601e-18,-3.3982556416369133e-20,-9.803423093684151e-21,2.5900239337920272e-14,2.606547312661007e-15,1.0337629501185945e-15,1.337193656625988e-15,7.614752524048145e-14,7.682579638799407e-18,2.2193243787346505e-18,ACBI1,9.26,36000.0,360,180,360,0,3.5564803062231287,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,65.568145980424,34.431854019575994,1.5601453274824375,2.1224348464602913,65.91759970167733,-4.32742305195294e-17,-1.94253062966456e-18,-2.2741015765550722e-20,-7.907982821287795e-21,1.8042291506257824e-14,2.138542413034113e-15,8.175161516007973e-16,1.1121558595451926e-15,7.59155543925545e-14,9.664014110816927e-18,3.3689814303770206e-18,ACBI1,9.26,36000.0,360,180,360,0,4.291934260128776,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,77.15480861610737,22.84519138389263,1.1625537496492586,1.6778201531341228,75.5830465354574,-7.641505318509687e-18,-3.6185166509242753e-19,-5.992152140844184e-21,-2.46795153762144e-21,1.1970880285159738e-14,1.6574331598747127e-15,6.091781648162116e-16,8.791777602422804e-16,7.567256828851907e-14,1.1251537435563244e-17,4.7334363647027385e-18,ACBI1,9.26,36000.0,360,180,360,0,5.17947467923121,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,85.17963075908285,14.820369240917142,0.8370673109502418,1.293821114565403,82.59123015315264,-2.0241885410986827e-18,-8.866459724766756e-20,-1.4272780146786924e-21,-6.275887676436755e-22,7.765873482240582e-15,1.2429346473451255e-15,4.386232709379267e-16,6.779622640322713e-16,7.546778248223565e-14,1.2403991223103208e-17,6.297318235607941e-18,ACBI1,9.26,36000.0,360,180,360,0,6.25055192527397,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,90.40913485958073,9.590865140419266,0.5936069101792723,0.9924986971544909,90.56809856794328,-1.0544400358820866e-18,-4.6225301203225895e-20,-7.067135453875912e-22,-2.938943522236527e-22,5.0256133335796956e-15,9.17783798175259e-16,3.110500209339387e-16,5.200693173089533e-16,7.530975966926393e-14,1.316248085188336e-17,8.064265512341593e-18,ACBI1,9.26,36000.0,360,180,360,0,7.543120063354615,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,93.69849777365276,6.301502226347236,0.42172517502242224,0.7704594283452397,94.10016765657659,-6.116934813899297e-19,-2.781341793208015e-20,-4.0719812849618453e-22,-1.182979410675157e-22,3.3019871666059515e-15,6.774085468993712e-16,2.2098399171174924e-16,4.0372074045290565e-16,7.51939808867929e-14,1.3640036046724505e-17,1.00850041161022e-17,ACBI1,9.26,36000.0,360,180,360,0,9.102981779915218,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,95.74541769966409,4.254582300335916,0.3037682893176924,0.612274504307271,95.8465243664838,-3.735870200149122e-19,-1.779901801642956e-20,-2.4795130451830356e-22,1.0253727642033063e-23,2.22940112537602e-15,5.046880507860516e-16,1.5917458360247083e-16,3.2083184025701004e-16,7.511168482552175e-14,1.3937315206895694e-17,1.2435782576534434e-17,ACBI1,9.26,36000.0,360,180,360,0,10.985411419875584,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,97.02649188327524,2.973508116724752,0.22354080040560567,0.5014733870096877,97.06416994469267,-2.379384622067044e-19,-1.1876159109844236e-20,-1.5769244613934624e-22,1.1790761269161235e-22,1.55811825316377e-15,3.8163579868724e-16,1.1713537941253736e-16,2.6277205479307636e-16,7.505410241829561e-14,1.4123405869849528e-17,1.5207810668020583e-17,ACBI1,9.26,36000.0,360,180,360,0,13.257113655901081,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,97.84037031382823,2.1596296861717748,0.1688348204267449,0.42471048733413025,97.71050868916902,-1.574527340998618e-19,-8.184783572170432e-21,-1.0429014901755888e-22,2.1825623555117436e-22,1.13164595555401e-15,2.937172821313545e-16,8.846944590361434e-17,2.2254829536308427e-16,7.501422958006907e-14,1.424164682549637e-17,1.8506340941491045e-17,ACBI1,9.26,36000.0,360,180,360,0,15.998587196060573,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,98.36746202218497,1.6325379778150284,0.1311844137313944,0.3722933417343924,98.32385655626702,-1.0803376273610723e-19,-5.7979074665185715e-21,-7.155732579913465e-23,3.2003158751075366e-22,8.55449900375075e-16,2.303280644780309e-16,6.874063279525066e-17,1.9508171106882162e-16,7.498700577683038e-14,1.4318230677014492e-17,2.2453428014489738e-17,ACBI1,9.26,36000.0,360,180,360,0,19.306977288832496,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,98.7155864509469,1.2844135490531055,0.10493221078494977,0.33754551998317844,98.64661270404117,-7.671965072814847e-20,-4.20981602899032e-21,-5.083951681038681e-23,4.298045343897648e-22,6.730326997038273e-16,1.8406438641224993e-16,5.498447845131368e-17,1.7687385247118552e-16,7.496895337460654e-14,1.4368815138000976e-17,2.7192372648531386e-17,ACBI1,9.26,36000.0,360,180,360,0,23.29951810515372,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,98.94939016463324,1.0506098353667528,0.08635133641883977,0.3160102811403487,98.92790576727819,-5.627167319998383e-20,-3.127533539041598e-21,-3.73210749014612e-23,5.532420099621567e-22,5.5051955373217845e-16,1.4984397044021822e-16,4.5248100283472044e-17,1.6558938731754274e-16,7.495775357944459e-14,1.440278976749995e-17,3.28931547443457e-17,ACBI1,9.26,36000.0,360,180,360,0,28.11768697974228,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,99.10804183796849,0.8919581620315146,0.07299158365557651,0.3047966254770072,99.12277449780707,-4.2523259825492895e-20,-2.374114822694958e-21,-2.823654246174426e-23,6.958164180580944e-22,4.673860769045137e-16,1.2418786047218987e-16,3.824758983552209e-17,1.5971343174995178e-16,7.49519028722652e-14,1.4425844209914928e-17,3.9758760389584165e-17,ACBI1,9.26,36000.0,360,180,360,0,33.93221771895326,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,99.21558892351744,0.7844110764825597,0.06323394073020351,0.30211042617981937,99.21823878584304,-3.301025499913447e-20,-1.839362729430494e-21,-2.1952928508052374e-23,8.632760776533968e-22,4.110314040768613e-16,1.0470256936217414e-16,3.313458494262664e-17,1.5830586331822537e-16,7.495046795703541e-14,1.4441471860686982e-17,4.803255470444001e-17,ACBI1,9.26,36000.0,360,180,360,0,40.94915062380423,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,99.28697546597596,0.7130245340240389,0.055998667863794885,0.30693925551192197,99.2901091543048,-2.6237064898062054e-20,-1.452956446885595e-21,-1.7480189727366915e-23,1.0620083434328185e-21,3.7362485582859643e-16,8.972565180729872e-17,2.934330196062852e-17,1.6083616988824712e-16,7.495292143920635e-14,1.445184375411678e-17,5.800695373397017e-17,ACBI1,9.26,36000.0,360,180,360,0,49.417133613238335,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,99.33154972058745,0.6684502794125546,0.05055709132979237,0.31884934502450335,99.33213499893728,-2.1272256161433444e-20,-1.1690826318649484e-21,-1.4202209975492173e-23,1.2993621694364735e-21,3.502679464121786e-16,7.808842459909946e-17,2.6491915856811205e-17,1.6707705679283977e-16,7.49590360894633e-14,1.4458317993374847e-17,7.003370322016513e-17,ACBI1,9.26,36000.0,360,180,360,0,59.63623316594643,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,99.35512519453306,0.6448748054669345,0.046410812738913884,0.3378606464163737,99.34757819716766,-1.7520210036145425e-20,-9.573317283023483e-22,-1.1725268774632339e-23,1.5839690555414021e-21,3.379143980646737e-16,6.895824168567871e-17,2.4319265875190878e-17,1.7703897872217983e-16,7.496881979778417e-14,1.446173911223214e-17,8.453611815302533e-17,ACBI1,9.26,36000.0,360,180,360,0,71.96856730011514,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,99.36120273517133,0.6387972648286618,0.04321401775538257,0.36437586623245266,99.36178358550104,-1.4589227521063045e-20,-7.971631424448219e-22,-9.790540861784399e-24,1.926089330577692e-21,3.347297667702188e-16,6.173353773067292e-17,2.2644145303820468e-17,1.909329539058052e-16,7.498247859867198e-14,1.446261559041807e-17,1.0202368785567634e-16,ACBI1,9.26,36000.0,360,180,360,0,86.85113737513521,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,99.35169956861873,0.6483004313812715,0.040723195817801906,0.39914749587866405,99.35627761664153,-1.2213632383988745e-20,-6.7446996344739325e-22,-8.22256069466095e-24,2.338005274849709e-21,3.397094260437863e-16,5.597357414350534e-17,2.13389546085282e-17,2.0915328784041996e-16,7.500039943168233e-14,1.4461225752855577e-17,1.231095108220307e-16,ACBI1,9.26,36000.0,360,180,360,0,104.81131341546853,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,99.32738300165197,0.6726169983480298,0.03876431481114715,0.4432727209659734,99.32793753626844,-1.02067081761181e-20,-5.794052697705209e-22,-6.89805850162944e-24,2.834480667900988e-21,3.524513071343676e-16,5.135099759588277e-17,2.0312500961041107e-17,2.322749057861701e-16,7.502314736659861e-14,1.4457680766652058e-17,1.4853109182878211e-16,ACBI1,9.26,36000.0,360,180,360,0,126.48552168552958,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,99.28812266987866,0.7118773301213366,0.03721116803126529,0.4982100976426852,99.28855000299622,-8.431565478768426e-21,-5.049876755351569e-22,-5.7266836766321906e-24,3.4333075906061325e-21,3.730237209835804e-16,4.761946045172755e-17,1.9498652048383016e-17,2.610620911647671e-16,7.505147410990224e-14,1.4451961276297557e-17,1.7917510946546798e-16,ACBI1,9.26,36000.0,360,180,360,0,152.6417967175232,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,99.23302749081184,0.7669725091881673,0.035970926558213025,0.5658145665959191,99.23041070470966,-6.782606084575413e-21,-4.461912043414534e-22,-4.6387947900953864e-24,4.155962730622687e-21,4.018935948145997e-16,4.459125824914506e-17,1.8848765516503625e-17,2.9648683289626164e-16,7.508633600575192e-14,1.444393728645729e-17,2.1610684208247441e-16,ACBI1,9.26,36000.0,360,180,360,0,184.20699693267144,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,99.16050601756491,0.8394939824350865,0.03497438141435754,0.6483891669162238,99.16126109262422,-5.173332204157516e-21,-3.9934384278196058e-22,-3.577385597564136e-24,5.0284001039816265e-21,4.3989484679598537e-16,4.212168972326726e-17,1.832657586112335e-17,3.397559234641013e-16,7.512892067635954e-14,1.4433376912923903e-17,2.6060501904140943e-16,ACBI1,9.26,36000.0,360,180,360,0,222.29964825261933,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,99.06827287839323,0.9317271216067682,0.034169269418440666,0.7487530058181918,99.06529786382275,-3.527982309865557e-21,-3.617233651902536e-22,-2.4925716908358832e-24,6.082010986790766e-21,4.882250117219465e-16,4.009797456148202e-17,1.790469717526291e-17,3.923465750487325e-16,7.518068206724205e-14,1.4419947296694766e-17,3.142029337000984e-16,ACBI1,9.26,36000.0,360,180,360,0,268.26957952797244,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,98.95331453648092,1.0466854635190788,0.03351564880672174,0.8703258177747666,98.95198828451464,-1.7754663864911153e-21,-3.3128315241154893e-22,-1.337615427858999e-24,7.354788300752132e-21,5.484631828839973e-16,3.843129496832055e-17,1.756219997472219e-17,4.560507285139777e-16,7.524338406742163e-14,1.440320960327218e-17,3.787367017521635e-16,ACBI1,9.26,36000.0,360,180,360,0,323.74575428176433,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,98.81182199304412,1.18817800695588,0.03298265281739923,1.017229904094,98.81181170242785,1.5535221086589708e-22,-3.0646324226096377e-22,-6.58477974806083e-26,8.892739901649883e-21,6.226052756448812e-16,3.705100249677164e-17,1.72829100763172e-17,5.330284697452561e-16,7.531915311347144e-14,1.4382609214120284e-17,4.564015536516487e-16,ACBI1,9.26,36000.0,360,180,360,0,390.6939937054613,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,98.63909477899568,1.3609052210043093,0.03254618037884247,1.194410411516564,98.63871837849858,2.339643748736779e-21,-2.860568014046721e-22,1.3719427101496914e-24,1.0751601461432802e-20,7.131143358062581e-16,3.5900343019842384e-17,1.7054198518513457e-17,6.258710556346796e-16,7.541054027574903e-14,1.4357461741043405e-17,5.498169838041235e-16,ACBI1,9.26,36000.0,360,180,360,0,471.486636345739,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,98.42941882139334,1.5705811786066528,0.032187231600798984,1.4077747608755975,98.43766139693861,4.860282692550302e-21,-2.6911704056194947e-22,3.0298538093292413e-24,1.2998908002751915e-20,8.2298453758988615e-16,3.4933258451813456e-17,1.6866109358818668e-17,7.376739746988131e-16,7.552059325263944e-14,1.4326935238773106e-17,6.621014001715357e-16,ACBI1,9.26,36000.0,360,180,360,0,568.9866029018293,2.49e-11,0.1,5.240000000000001e-15
24.0,0.001,0.0,98.17592012339126,1.824079876608729,0.031890692220641906,1.664351497288259,98.17409697302313,7.811492722712903e-21,-2.548885291750163e-22,4.969196558472724e-24,1.5716483679661443e-20,9.55817855342974e-16,3.4111961042066415e-17,1.671072272361636e-17,8.721201845790477e-16,7.565293842532926e-14,1.4290028897147166e-17,7.969565673072791e-16,ACBI1,9.26,36000.0,360,180,360,0,686.6488450042998,2.49e-11,0.1,5.240000000000001e-15
