t,initial_BPD_ec_conc,initial_BPD_ic_conc,degradation,Ternary,all_Ternary,Dmax,total_target,total_target_ub,total_naked_ternary,total_ternary,total_bpd_ic,PROTAC,Kd_T_binary,kon_T_binary,kub,kde_ub,kdeg_UPS,kdeg_Ternary,alpha
6.0,0.0005,0.0,27.346824764220028,0.03291832808593383,0.08893954622078276,99.36776778188089,1.0938729905688012e-13,3.420102031558553e-16,1.3167331234373533e-16,3.5575818488313106e-16,4.898495627749805e-15,ACBI1,9.26,36000.0,360,180,500,360,49.417133613238335
6.0,0.0005,0.0,22.738788880957404,0.028947423364860128,0.08422675329547157,99.45668428527483,9.095515552382962e-14,2.8301040885465267e-16,1.1578969345944052e-16,3.3690701318188627e-16,4.901214565407795e-15,ACBI1,9.26,36000.0,360,180,500,360,59.63623316594643
6.0,0.0005,0.0,18.604159877693448,0.024867982230042114,0.07753305210336876,92.66218706287866,7.441663951077378e-14,2.2561160543025025e-16,9.947192892016847e-17,3.1013220841347506e-16,4.903038227372529e-15,ACBI1,9.26,36000.0,360,180,500,360,71.96856730011514
6.0,0.0005,0.0,15.068656967835448,0.02100962663997658,0.06978763130010535,99.71518623058402,6.027462787134179e-14,1.7452577828877326e-16,8.403850655990633e-17,2.791505252004214e-16,4.903824145668821e-15,ACBI1,9.26,36000.0,360,180,500,360,86.85113737513521
6.0,0.0005,0.0,12.1609766897767,0.017580328844322167,0.061836360857732406,99.87643282050176,4.86439067591068e-14,1.3205120313036808e-16,7.032131537728866e-17,2.4734544343092962e-16,4.9036224248175556e-15,ACBI1,9.26,36000.0,360,180,500,360,104.81131341546853
6.0,0.0005,0.0,9.83933570401405,0.014669952669869679,0.05430142957896594,99.79806939792167,3.9357342816056204e-14,9.84928508460589e-17,5.867981067947872e-17,2.172057183158638e-16,4.902625153067249e-15,ACBI1,9.26,36000.0,360,180,500,360,126.48552168552958
6.0,0.0005,0.0,8.02365599659377,0.012280449382608043,0.047548843333965425,99.79197872126497,3.2094623986375084e-14,7.293042512570136e-17,4.912179753043218e-17,1.901953733358617e-16,4.901086662099308e-15,ACBI1,9.26,36000.0,360,180,500,360,152.6417967175232
6.0,0.0005,0.0,6.621938372518324,0.010362158197388376,0.04172913799016579,99.75425074791777,2.6487753490073296e-14,5.3926743300614806e-17,4.1448632789553503e-17,1.6691655196066316e-16,4.899254213025794e-15,ACBI1,9.26,36000.0,360,180,500,360,184.20699693267144
6.0,0.0005,0.0,5.546841342156953,0.008843504160257733,0.036845801839833575,99.77440342033168,2.2187365368627812e-14,3.999936559800557e-17,3.537401664103093e-17,1.473832073593343e-16,4.897327757063297e-15,ACBI1,9.26,36000.0,360,180,500,360,222.29964825261933
6.0,0.0005,0.0,4.7235385831671595,0.007650149855691203,0.03281975186733558,99.79485842048263,1.8894154332668638e-14,2.9856528185007764e-17,3.060059942276481e-17,1.3127900746934232e-16,4.89544750179975e-15,ACBI1,9.26,36000.0,360,180,500,360,268.26957952797244
6.0,0.0005,0.0,4.091767517699447,0.006714915721961975,0.029536570132382086,99.85638827553632,1.6367070070797787e-14,2.247159943071776e-17,2.6859662887847898e-17,1.1814628052952834e-16,4.893699040845571e-15,ACBI1,9.26,36000.0,360,180,500,360,323.74575428176433
6.0,0.0005,0.0,3.604806255265689,0.00598149309384754,0.026875548540373943,99.62291679094777,1.4419225021062757e-14,1.7072203905810435e-17,2.3925972375390162e-17,1.0750219416149578e-16,4.892125835309769e-15,ACBI1,9.26,36000.0,360,180,500,360,390.6939937054613
6.0,0.0005,0.0,3.2272424432636364,0.0054047134817114045,0.024724799785649808,99.82963995099276,1.2908969773054546e-14,1.309605199143427e-17,2.1618853926845618e-17,9.889919914259925e-17,4.890742461066192e-15,ACBI1,9.26,36000.0,360,180,500,360,471.486636345739
6.0,0.0005,0.0,2.932560280281345,0.004949262634031225,0.022987442991842424,99.85349423740495,1.1730241121125381e-14,1.0141347141525955e-17,1.9797050536124903e-17,9.19497719673697e-17,4.88954560000206e-15,ACBI1,9.26,36000.0,360,180,500,360,568.9866029018293
6.0,0.0005,0.0,2.7010021066710106,0.004587916461051225,0.02158280992056104,99.84435297826924,1.0804008426684042e-14,7.92351897461003e-18,1.83516658442049e-17,8.633123968224415e-17,4.8885220233259855e-15,ACBI1,9.26,36000.0,360,180,500,360,686.6488450042998
6.0,0.0005,0.0,2.517843238304669,0.00429982171569276,0.02044525007394602,99.82602825517658,1.0071372953218676e-14,6.241449786388463e-18,1.719928686277104e-17,8.178100029578409e-17,4.887653886705221e-15,ACBI1,9.26,36000.0,360,180,500,360,828.6427728546843
6.0,0.0005,0.0,2.37206986379139,0.004069025550384403,0.01952201998013828,99.84998932189666,9.48827945516556e-15,4.952629449978871e-18,1.6276102201537612e-17,7.808807992055313e-17,4.886921989532191e-15,ACBI1,9.26,36000.0,360,180,500,360,1000.0
6.0,0.0005,0.0,55.33337875111006,0.00042547413916344424,0.000427349831167021,99.0000000021785,2.2133351500444027e-13,3.4187633312755033e-18,1.7018965566537769e-18,1.7093993246680841e-18,4.872528526660027e-15,ACBI1,9.26,36000.0,360,180,1000,360,0.1
6.0,0.0005,0.0,55.333378682862744,0.00051299363753569,0.0005157228313499249,99.00000000761315,2.21333514731451e-13,4.125739090505326e-18,2.0519745501427602e-18,2.0628913253996998e-18,4.872539963200072e-15,ACBI1,9.26,36000.0,360,180,1000,360,0.12067926406393285
6.0,0.0005,0.0,55.33337853880956,0.0006184004787903846,0.0006223708082316146,99.00000000901676,2.2133351415523827e-13,4.9789119498646655e-18,2.4736019151615386e-18,2.4894832329264583e-18,4.872553764790296e-15,ACBI1,9.26,36000.0,360,180,1000,360,0.14563484775012436
6.0,0.0005,0.0,55.3333782350525,0.0007452983374929142,0.0007510729327875532,99.00000000422425,2.2133351294021e-13,6.008513614340333e-18,2.981193349971657e-18,3.004291731150213e-18,4.872570420523958e-15,ACBI1,9.26,36000.0,360,180,1000,360,0.1757510624854792
6.0,0.0005,0.0,55.33337759529905,0.0008979933717869641,0.0009063898974736172,99.00000003898666,2.2133351038119618e-13,7.251026410201687e-18,3.591973487147856e-18,3.625559589894469e-18,4.872590520634603e-15,ACBI1,9.26,36000.0,360,180,1000,360,0.21209508879201905
6.0,0.0005,0.0,55.33337624982708,0.0010816205558831838,0.0010938255342297345,99.00000008478952,2.2133350499930835e-13,8.75047459130887e-18,4.326482223532735e-18,4.375302136918939e-18,4.872614777401519e-15,ACBI1,9.26,36000.0,360,180,1000,360,0.2559547922699536
6.0,0.0005,0.0,55.33337342503701,0.0013022879103939588,0.0013200218523943103,99.00000023823472,2.2133349370014808e-13,1.0559981240363466e-17,5.209151641575836e-18,5.280087409577241e-18,4.872644050363651e-15,ACBI1,9.26,36000.0,360,180,1000,360,0.3088843596477481
6.0,0.0005,0.0,55.333367506754136,0.0015672388771795784,0.001592994401057644,99.00000035187273,2.2133347002701658e-13,1.274364411337965e-17,6.268955508718314e-18,6.371977604230577e-18,4.8726793767166144e-15,ACBI1,9.26,36000.0,360,180,1000,360,0.372759372031494
6.0,0.0005,0.0,55.333355138108445,0.0018850317706512,0.001922416276640895,99.00000076448245,2.2133342055243378e-13,1.5378793119353443e-17,7.5401270826048e-18,7.68966510656358e-18,4.872722007929577e-15,ACBI1,9.26,36000.0,360,180,1000,360,0.44984326689694454
6.0,0.0005,0.0,55.33332936605348,0.0022657331685297715,0.0023199607877682454,99.00000203233911,2.2133331746421393e-13,1.8558701634800534e-17,9.062932674119088e-18,9.279843151072983e-18,4.872773453799873e-15,ACBI1,9.26,36000.0,360,180,1000,360,0.5428675439323859
6.0,0.0005,0.0,55.33327585804667,0.0027211189914330496,0.002799714786533838,99.0000039668738,2.213331034321867e-13,2.2395831762913434e-17,1.0884475965732198e-17,1.1198859146135353e-17,4.872835535345274e-15,ACBI1,9.26,36000.0,360,180,1000,360,0.6551285568595507
6.0,0.0005,0.0,55.3331652402128,0.003264872492351172,0.003378676978298265,99.0000001972313,2.213326609608512e-13,2.7025696090800344e-17,1.3059489969404687e-17,1.3514707913193059e-17,4.87291044810011e-15,ACBI1,9.26,36000.0,360,180,1000,360,0.7906043210907697
6.0,0.0005,0.0,55.33293772757635,0.003912761967399136,0.00407735804486798,99.00000978022436,2.213317509103054e-13,3.2611407486641245e-17,1.5651047869596546e-17,1.630943217947192e-17,4.873000837470295e-15,ACBI1,9.26,36000.0,360,180,1000,360,0.9540954763499939
6.0,0.0005,0.0,55.3324726430731,0.004682772109274637,0.004920501854526015,99.00003075359537,2.2132989057229244e-13,3.9348948209262054e-17,1.873108843709855e-17,1.968200741810406e-17,4.8731098877490036e-15,ACBI1,9.26,36000.0,360,180,1000,360,1.151395399326447
6.0,0.0005,0.0,55.331528797141395,0.005595150734462471,0.005937948570835301,99.00006687189861,2.2132611518856558e-13,4.7473089955430107e-17,2.2380602937849886e-17,2.3751794283341208e-17,4.873241426071229e-15,ACBI1,9.26,36000.0,360,180,1000,360,1.3894954943731375
6.0,0.0005,0.0,55.32962979797904,0.006672315868419024,0.007165659143571694,99.00035774715724,2.2131851919191618e-13,5.726368218241328e-17,2.6689263473676097e-17,2.866263657428678e-17,4.873400041899705e-15,ACBI1,9.26,36000.0,360,180,1000,360,1.6768329368110073
6.0,0.0005,0.0,55.32584782694432,0.007938544717017637,0.008646912030099017,99.00009338350186,2.2130339130777728e-13,6.905160016021698e-17,3.1754178868070554e-17,3.458764812039607e-17,4.873591221615681e-15,ACBI1,9.26,36000.0,360,180,1000,360,2.0235896477251565
6.0,0.0005,0.0,55.31840583037867,0.00941933199962585,0.010433657562117716,99.00088596273466,2.212736233215147e-13,8.322284627418659e-17,3.76773279985034e-17,4.1734630248470866e-17,4.873821496997396e-15,ACBI1,9.26,36000.0,360,180,1000,360,2.442053094548651
6.0,0.0005,0.0,55.30396712507253,0.011140253681325358,0.012587953959284533,99.00161974461147,2.212158685002901e-13,1.0021788413045004e-16,4.456101472530144e-17,5.0351815837138133e-17,4.874098607690553e-15,ACBI1,9.26,36000.0,360,180,1000,360,2.9470517025518097
6.0,0.0005,0.0,55.276412494289374,0.013125092931621089,0.015183275397328663,99.0018454277377,2.2110564997715748e-13,1.2052093340896452e-16,5.2500371726484353e-17,6.073310158931465e-17,4.874431685928621e-15,ACBI1,9.26,36000.0,360,180,1000,360,3.5564803062231287
6.0,0.0005,0.0,55.2248294147946,0.01539286665878752,0.018305214538053272,99.00025170277172,2.208993176591784e-13,1.4463035799349204e-16,6.157146663515007e-17,7.322085815221309e-17,4.874831496419939e-15,ACBI1,9.26,36000.0,360,180,1000,360,4.291934260128776
6.0,0.0005,0.0,55.13039481298472,0.017953232706549443,0.022050607135562436,99.01077156586527,2.2052157925193888e-13,1.729964571943246e-16,7.181293082619778e-17,8.820242854224975e-17,4.875310821548879e-15,ACBI1,9.26,36000.0,360,180,1000,360,5.17947467923121
6.0,0.0005,0.0,54.96190913095966,0.020799602749858308,0.026523282829483394,99.0021928706611,2.1984763652383864e-13,2.0590798832604408e-16,8.319841099943323e-17,1.0609313131793359e-16,4.875885190196548e-15,ACBI1,9.26,36000.0,360,180,1000,360,6.25055192527397
6.0,0.0005,0.0,54.67008879453948,0.023899283407696727,0.031823471692898966,99.01664898300488,2.1868035517815796e-13,2.433070794524976e-16,9.559713363078691e-17,1.2729388677159587e-16,4.8765743070837456e-15,ACBI1,9.26,36000.0,360,180,1000,360,7.543120063354615
6.0,0.0005,0.0,54.18154600138788,0.027180453431186115,0.03802665285324445,99.02734480820727,2.1672618400555154e-13,2.8452144855299774e-16,1.0872181372474446e-16,1.5210661141297781e-16,4.877404671501888e-15,ACBI1,9.26,36000.0,360,180,1000,360,9.102981779915218
6.0,0.0005,0.0,53.39480458506599,0.030517291130380562,0.045147304628778806,99.07410229630567,2.1357921834026397e-13,3.2793519998175285e-16,1.2206916452152224e-16,1.8058921851511525e-16,4.878413720652345e-15,ACBI1,9.26,36000.0,360,180,1000,360,10.985411419875584
6.0,0.0005,0.0,52.182476677884715,0.0337175625647125,0.05308568270841218,99.07793075086279,2.0872990671153887e-13,3.706861247189622e-16,1.3487025025885e-16,2.1234273083364875e-16,4.879654860798702e-15,ACBI1,9.26,36000.0,360,180,1000,360,13.257113655901081
6.0,0.0005,0.0,50.40482352916852,0.03652108692454461,0.06156423074804531,99.11422836802507,2.0161929411667408e-13,4.0857081649925766e-16,1.4608434769817843e-16,2.4625692299218126e-16,4.881200330731293e-15,ACBI1,9.26,36000.0,360,180,1000,360,15.998587196060573
6.0,0.0005,0.0,47.93837015281377,0.03862031580493965,0.07007563177248667,99.23211705370085,1.917534806112551e-13,4.364047079155935e-16,1.5448126321975863e-16,2.803025270899467e-16,4.883135164992708e-15,ACBI1,9.26,36000.0,360,180,1000,360,19.306977288832496
6.0,0.0005,0.0,44.71711361919463,0.039711146112724326,0.07788123285817804,98.59708161989103,1.788684544767785e-13,4.490140038719788e-16,1.5884458445089731e-16,3.1152493143271215e-16,4.88553327950225e-15,ACBI1,9.26,36000.0,360,180,1000,360,23.29951810515372
6.0,0.0005,0.0,40.773926820080234,0.03956912157348287,0.08410071131704576,99.16641661429233,1.6309570728032093e-13,4.427405965959854e-16,1.582764862939315e-16,3.36402845268183e-16,4.8884116238564836e-15,ACBI1,9.26,36000.0,360,180,1000,360,28.11768697974228
6.0,0.0005,0.0,36.26192060597522,0.03812659157623907,0.08790283857946961,90.51782485956636,1.4504768242390088e-13,4.169056305546164e-16,1.525063663049563e-16,3.5161135431787844e-16,4.891674612721587e-15,ACBI1,9.26,36000.0,360,180,1000,360,33.93221771895326
6.0,0.0005,0.0,31.438553980016938,0.035513907270633055,0.08874491166538154,99.40187024212807,1.2575421592006776e-13,3.7443907136322984e-16,1.4205562908253222e-16,3.549796466615261e-16,4.8950815150710105e-15,ACBI1,9.26,36000.0,360,180,1000,360,40.94915062380423
6.0,0.0005,0.0,26.612149206131853,0.03203766289600929,0.08655471449154487,99.57868656058261,1.0644859682452742e-13,3.211840178988441e-16,1.2815065158403716e-16,3.462188579661795e-16,4.898272998201184e-15,ACBI1,9.26,36000.0,360,180,1000,360,49.417133613238335
6.0,0.0005,0.0,22.07148807943922,0.028100677884960398,0.08175777698982395,99.07880417890972,8.828595231775688e-14,2.641362807146967e-16,1.124027115398416e-16,3.2703110795929583e-16,4.900863539473939e-15,ACBI1,9.26,36000.0,360,180,1000,360,59.63623316594643
6.0,0.0005,0.0,18.028216717219525,0.024099949977057562,0.07513372435279977,99.51814613354169,7.21128668688781e-14,2.0950280142372006e-16,9.639979990823024e-17,3.005348974111991e-16,4.902559850521199e-15,ACBI1,9.26,36000.0,360,180,1000,360,71.96856730011514
6.0,0.0005,0.0,14.592026938561597,0.02034616611847601,0.06757970011706792,99.68905089032303,5.83681077542464e-14,1.6144843431278299e-16,8.138466447390404e-17,2.703188004682717e-16,4.903243363305572e-15,ACBI1,9.26,36000.0,360,180,1000,360,86.85113737513521
6.0,0.0005,0.0,11.779164217683698,0.01702896213372611,0.05989359100621479,99.80214253345333,4.711665687073479e-14,1.218433606450754e-16,6.811584853490445e-17,2.395743640248592e-16,4.902979445016867e-15,ACBI1,9.26,36000.0,360,180,1000,360,104.81131341546853
6.0,0.0005,0.0,9.540538213596264,0.014224774165921428,0.052650831977208,99.68706807147201,3.816215285438506e-14,9.074870331679879e-17,5.689909666368572e-17,2.10603327908832e-16,4.901963491580329e-15,ACBI1,9.26,36000.0,360,180,1000,360,126.48552168552958
6.0,0.0005,0.0,7.793325589202876,0.011928093861804857,0.04618237811481603,99.74344816005406,3.1173302356811506e-14,6.716359689471253e-17,4.771237544721943e-17,1.847295124592641e-16,4.9004435689722655e-15,ACBI1,9.26,36000.0,360,180,1000,360,152.6417967175232
6.0,0.0005,0.0,6.445824951401573,0.010086680829866426,0.04061807033611725,99.80917383539808,2.5783299805606293e-14,4.967539410635039e-17,4.034672331946571e-17,1.6247228134446902e-16,4.898655986391805e-15,ACBI1,9.26,36000.0,360,180,1000,360,184.20699693267144
6.0,0.0005,0.0,5.412539159026387,0.008629464761355987,0.035952698049797116,99.82217854340331,2.165015663610555e-14,3.687517019172453e-17,3.451785904542395e-17,1.4381079219918847e-16,4.8967893791924215e-15,ACBI1,9.26,36000.0,360,180,1000,360,222.29964825261933
6.0,0.0005,0.0,4.620977228930736,0.007484115274699425,0.0321064184416532,99.48941107485392,1.8483908915722942e-14,2.755590533165099e-17,2.99364610987977e-17,1.284256737666128e-16,4.894974730879773e-15,ACBI1,9.26,36000.0,360,180,1000,360,268.26957952797244
6.0,0.0005,0.0,4.013117012990489,0.0065859094696913215,0.028968310042227143,99.77874448057716,1.6052468051961958e-14,2.0767650237408047e-17,2.6343637878765288e-17,1.1587324016890856e-16,4.893291250037937e-15,ACBI1,9.26,36000.0,360,180,1000,360,323.74575428176433
6.0,0.0005,0.0,3.544134691351681,0.005880880135203418,0.02642284888222794,99.7854098539958,1.4176538765406724e-14,1.5799847896064863e-17,2.3523520540813672e-17,1.0569139552891177e-16,4.891778590216697e-15,ACBI1,9.26,36000.0,360,180,1000,360,390.6939937054613
6.0,0.0005,0.0,3.1801200764028383,0.005325851190819893,0.024363529442973323,99.85266072054849,1.2720480305611354e-14,1.2136922009509394e-17,2.1303404763279574e-17,9.74541177718933e-17,4.8904494537798275e-15,ACBI1,9.26,36000.0,360,180,1000,360,471.486636345739
6.0,0.0005,0.0,2.89570006640676,0.004887102167974266,0.022698332667091536,99.84978647974944,1.1582800265627038e-14,9.411069607903132e-18,1.9548408671897065e-17,9.079333066836616e-17,4.889299925565121e-15,ACBI1,9.26,36000.0,360,180,1000,360,568.9866029018293
6.0,0.0005,0.0,2.6719667431419416,0.004538639338465067,0.021350677987542,99.86733009060642,1.0687866972567766e-14,7.361938128547089e-18,1.815455735386027e-17,8.540271195016801e-17,4.8883169337706805e-15,ACBI1,9.26,36000.0,360,180,1000,360,686.6488450042998
6.0,0.0005,0.0,2.494819861215888,0.004260540350193691,0.020258214335664323,99.83960510378098,9.979279444863552e-15,5.805483625991124e-18,1.7042161400774764e-17,8.10328573426573e-17,4.88748318297281e-15,ACBI1,9.26,36000.0,360,180,1000,360,828.6427728546843
6.0,0.0005,0.0,2.3537023806602484,0.004037549480512678,0.019370799500928154,99.65147519714061,9.414809522640994e-15,4.611195069029756e-18,1.6150197922050713e-17,7.748319800371263e-17,4.886780185231184e-15,ACBI1,9.26,36000.0,360,180,1000,360,1000.0
