,t,degradation,Ternary,all_Ternary,PS_cell
0,0,100.0,0.0,0.0,1.24e-14
1,1,99.9998805963742,0.009372034427879624,0.010382483089144863,1.24e-14
2,2,99.99953677060218,0.018745423041869592,0.020766837864563254,1.24e-14
3,3,99.99899015538553,0.028107717764550424,0.031138902222018035,1.24e-14
4,4,99.99826032817465,0.03745882890527723,0.04149857679702167,1.24e-14
5,5,99.99736500560704,0.04679867313752707,0.0518457692756434,1.24e-14
6,6,99.99632022043116,0.05612717270919741,0.06218039351963068,1.24e-14
7,7,99.99514048161556,0.06544425474375527,0.07250236879218049,1.24e-14
8,8,99.99383891923532,0.07474985062209283,0.08281161907312205,1.24e-14
9,9,99.9924274155876,0.08404389543605184,0.09310807245349856,1.24e-14
10,10,99.99091672384336,0.09332632750556352,0.10339166060062562,1.24e-14
11,11,99.98931657541897,0.10259708795224631,0.11366231828569782,1.24e-14
12,12,99.98763577713983,0.11185612032307993,0.12391998296687183,1.24e-14
13,13,99.98588229916857,0.12110337025848544,0.13416459442154596,1.24e-14
14,14,99.98406335457186,0.1303387851997621,0.1443960944222411,1.24e-14
15,15,99.98218547132456,0.13956231413139816,0.1546144264511171,1.24e-14
16,16,99.9802545574659,0.14877390735426077,0.16481953544869898,1.24e-14
17,17,99.97827596006313,0.15797351628612505,0.1750113675928912,1.24e-14
18,18,99.97625451856675,0.16716109328639772,0.18518987010479582,1.24e-14
19,19,99.97419461309399,0.17633659150221664,0.19535499107821247,1.24e-14
20,20,99.97210020811974,0.18549996473347208,0.2055066793301005,1.24e-14
21,21,99.96997489201573,0.1946511673145286,0.21564488426954379,1.24e-14
22,22,99.96782191282763,0.2037901540106963,0.2257695557830552,1.24e-14
23,23,99.96564421065064,0.21291687992771807,0.23588064413430088,1.24e-14
24,24,99.9634444469289,0.2220313004342217,0.24597809987819522,1.24e-14
0,0,100.0,0.0,0.0,1.24e-13
1,1,99.9988102481223,0.09321962870149127,0.10327015046955632,1.24e-13
2,2,99.9954014497918,0.18542628170298264,0.20542178706783568,1.24e-13
3,3,99.99001394394637,0.2764481759322253,0.30626088480900004,1.24e-13
4,4,99.98286643747599,0.36623582583461733,0.4057326209295795,1.24e-13
5,5,99.97415808566687,0.45473844764396176,0.503780734438881,1.24e-13
6,6,99.96407038608427,0.5419039105967961,0.600347472069714,1.24e-13
7,7,99.95276889284764,0.6276787369823926,0.6953735883317465,1.24e-13
8,8,99.94040476709233,0.7120081565770242,0.7887984058145046,1.24e-13
9,9,99.92711617776415,0.7948362214813253,0.8805599424079902,1.24e-13
10,10,99.91302956539356,0.8761059875844761,0.9705951123359078,1.24e-13
11,11,99.8982607801273,0.9557597687205509,1.0588400077210247,1.24e-13
12,12,99.88291610409564,1.033739468951888,1.1452302667037417,1.24e-13
13,13,99.86709316708821,1.1099869972005691,1.2297015327902836,1.24e-13
14,14,99.8508817635992,1.1844447665497122,1.312190008002712,1.24e-13
15,15,99.83436457848646,1.2570562778744685,1.3926330994540852,1.24e-13
16,16,99.81761782786607,1.3277667840097964,1.4709701551469163,1.24e-13
17,17,99.8007118213768,1.3965240264592451,1.5471432801369411,1.24e-13
18,18,99.78371145162158,1.463279031831868,1.6210982188676035,1.24e-13
19,19,99.76667661643937,1.5279869500095542,1.6927852837365958,1.24e-13
20,20,99.74966257962986,1.5906079108597224,1.762160304208989,1.24e-13
21,21,99.73272027587095,1.6511078715883052,1.8291855655623517,1.24e-13
22,22,99.71589656576906,1.709459423117984,1.8938307022390886,1.24e-13
23,23,99.6992344472503,1.765642521732781,1.9560735084061094,1.24e-13
24,24,99.68277322975787,1.8196451121433341,2.015900628225677,1.24e-13
0,0,100.0,0.0,0.0,1.24e-12
1,1,99.98857304816494,0.8754153790725786,0.9698013045434023,1.24e-12
2,2,99.95811283429985,1.5925628458316374,1.7643040238579721,1.24e-12
3,3,99.91508602202089,2.104070934433554,2.330989226966807,1.24e-12
4,4,99.86590811871022,2.417938046134856,2.6787151974190286,1.24e-12
5,5,99.81539515369022,2.5961698087338596,2.8761741606312032,1.24e-12
6,6,99.76627781107555,2.698260503724772,2.9892780045113065,1.24e-12
7,7,99.7198416601336,2.7594330052698677,3.0570494391875798,1.24e-12
8,8,99.6766030766719,2.797859545883293,3.0996211448521107,1.24e-12
9,9,99.636697151349,2.8229514124452275,3.12741969892199,1.24e-12
10,10,99.60007060253237,2.839820926695628,3.146108929866873,1.24e-12
11,11,99.56657743447477,2.8514019774175594,3.158939222108374,1.24e-12
12,12,99.53602806435788,2.859465729597215,3.1678728031873966,1.24e-12
13,13,99.50821551659782,2.8651288708621316,3.1741468204786587,1.24e-12
14,14,99.48292977597451,2.869121271786507,3.1785698764901746,1.24e-12
15,15,99.45996573734138,2.8719341348764837,3.181686159769227,1.24e-12
16,16,99.4391275501077,2.8739058400679633,3.183870551037192,1.24e-12
17,17,99.4202308660156,2.875273788697954,3.1853860597816133,1.24e-12
18,18,99.40310383840529,2.87620688919383,3.186419814264738,1.24e-12
19,19,99.38758736789099,2.87682658447784,3.1871063571858973,1.24e-12
20,20,99.37353489257617,2.87722085132592,3.1875431551578397,1.24e-12
21,21,99.3608119071614,2.8774537470337544,3.187801175167923,1.24e-12
22,22,99.34929532736237,2.8775720515702643,3.1879322432133095,1.24e-12
23,23,99.33887277419798,2.87760996557553,3.1879742490639518,1.24e-12
24,24,99.32944182627541,2.877592477555964,3.1879548766698234,1.24e-12
0,0,100.0,0.0,0.0,1.24e-11
1,1,99.94390624349671,2.849138122677225,3.156425683946945,1.24e-11
2,2,99.87682231795434,2.8917594257149872,3.203649592714412,1.24e-11
3,3,99.81582542261717,2.8923178189952403,3.204268466677092,1.24e-11
4,4,99.76065615399764,2.890856855201748,3.2026499398014234,1.24e-11
5,5,99.71077384363923,2.8894199297022043,3.201058030024394,1.24e-11
6,6,99.66567278743094,2.8881138385468463,3.199611065407462,1.24e-11
7,7,99.62489475555056,2.886932528228807,3.1983023402984707,1.24e-11
8,8,99.5880253810561,2.885864424244837,3.1971190318276985,1.24e-11
9,9,99.55469001138233,2.8848986985458165,3.1960491440476577,1.24e-11
10,10,99.52454990496929,2.8840255393688663,3.195081806909994,1.24e-11
11,11,99.49729878931407,2.8832360741366387,3.194207190851217,1.24e-11
12,12,99.47265974875364,2.8825222806441295,3.193416408400371,1.24e-11
13,13,99.45038241055816,2.8818769056218856,3.192701423958566,1.24e-11
14,14,99.43024040073428,2.881293391037024,3.1920549721509137,1.24e-11
15,15,99.41202904369905,2.88076580745437,3.1914704840000736,1.24e-11
16,16,99.39556328243836,2.8802887937845463,3.1909420201756347,1.24e-11
17,17,99.38067579803317,2.8798575028075284,3.1904642106419057,1.24e-11
18,18,99.36721530942233,2.87946755191746,3.1900322000901205,1.24e-11
19,19,99.35504503614523,2.8791149785888477,3.1896415986012725,1.24e-11
20,20,99.34404130842732,2.8787962001112177,3.1892884370377903,1.24e-11
21,21,99.33409231049303,2.8785079771832303,3.188969126710957,1.24e-11
22,22,99.32509694433865,2.8782473809964793,3.188680422914405,1.24e-11
23,23,99.31696380240935,2.8780117634741464,3.1884193919527486,1.24e-11
24,24,99.30961023875223,2.877798730362524,3.1881833813307856,1.24e-11
0,0,100.0,0.0,0.0,1.2399999999999999e-10
1,1,99.9290624714579,2.895744250358535,3.2080644848054582,1.2399999999999999e-10
2,2,99.86303800065176,2.8938315258306044,3.2059454559745006,1.2399999999999999e-10
3,3,99.8033421101031,2.8921021391757775,3.204029539632159,1.2399999999999999e-10
4,4,99.74936819249615,2.890538517209055,3.2022972671695897,1.2399999999999999e-10
5,5,99.70056778505814,2.889124771147899,3.2007310360581522,1.2399999999999999e-10
6,6,99.65644499628979,2.8878465351635323,3.199314930987033,1.2399999999999999e-10
7,7,99.61655146690237,2.886690820406117,3.1980345621437527,1.2399999999999999e-10
8,8,99.58048181375595,2.885645883021146,3.1968769189949438,1.2399999999999999e-10
9,9,99.54786951051243,2.884701104816507,3.195830238082313,1.2399999999999999e-10
10,10,99.51838316312805,2.8838468853671775,3.194883883489857,1.2399999999999999e-10
11,11,99.49172314235425,2.883074544461714,3.19402823876835,1.2399999999999999e-10
12,12,99.4676185390174,2.8823762338991927,3.1932546092187986,1.2399999999999999e-10
13,13,99.44582441113967,2.8817448577402183,3.1925551335418136,1.2399999999999999e-10
14,14,99.42611929493243,2.881174000202028,3.191922703955564,1.2399999999999999e-10
15,15,99.40830295436042,2.880657860464646,3.1913508939701964,1.2399999999999999e-10
16,16,99.39219434642422,2.8801911937261773,3.1908338930854185,1.2399999999999999e-10
17,17,99.37762978146228,2.8797692579075953,3.1903664477469276,1.2399999999999999e-10
18,18,99.36446125980305,2.879387765466242,3.189943807962564,1.2399999999999999e-10
19,19,99.3525549678451,2.8790428398278185,3.1895616790351142,1.2399999999999999e-10
20,20,99.34178991829376,2.878730975994493,3.1892161779216464,1.2399999999999999e-10
21,21,99.33205672073389,2.8784490049287426,3.188903793775835,1.2399999999999999e-10
22,22,99.32325647004396,2.8781940613510018,3.1886213522723064,1.2399999999999999e-10
23,23,99.31529974136083,2.877963554624015,3.1883659833505975,1.2399999999999999e-10
24,24,99.3081056813781,2.877755142427926,3.1881350920508873,1.2399999999999999e-10
