,t,Target_deg,relative_Ternary,relative_all_Ternary,alpha,kon_T_binary
0,24,99.99999997442039,0.06252991343232918,0.06275435210736822,0.1,36000.0
0,24,99.99999994210044,0.07362202510403665,0.07393338554707934,0.11775020130253673,36000.0
0,24,99.99999987056573,0.08646486107705677,0.08689469918523503,0.13865109906787929,36000.0
0,24,99.99999970682684,0.10181197809544679,0.10240856712253582,0.16326194826060753,36000.0
0,24,99.99999934045948,0.11971758217614376,0.1205434705692342,0.19224127272730873,36000.0
0,24,99.99999851176445,0.1408535625724703,0.14199845700323196,0.22636448562296468,36000.0
0,24,99.99999666160814,0.16552052586530538,0.16710419138944058,0.26654463749849283,36000.0
0,24,99.99999250574973,0.1945291803196348,0.19672092388970794,0.3138568472155922,36000.0
0,24,99.99998322508378,0.2284796668693924,0.2315102427291744,0.369567069398155,36000.0
0,24,99.99996263972345,0.26807270959104523,0.27225598717200133,0.4351659681642131,36000.0
0,24,99.99991709779684,0.31427779749122,0.3200457655309167,0.5124088035134939,36000.0
0,24,99.99980840995819,0.3714181478850826,0.37950614847002634,0.6033623976290593,36000.0
0,24,99.99957829530527,0.4346637513163464,0.4457896606450726,0.7104604377920294,36000.0
0,24,99.99909814067753,0.5057202423349453,0.5208563137785832,0.8365685956749984,36000.0
0,24,99.99798873010707,0.5932526991775173,0.6142111269315447,0.9850612054411155,36000.0
0,24,99.99557264443612,0.6940290741490607,0.7229198506276148,1.1599115523601087,36000.0
0,24,99.99039002250221,0.8095116855578135,0.8491465158875423,1.3657981878354069,36000.0
0,24,99.97912847603904,0.944089888276991,0.9985347527016346,1.6082301155625904,36000.0
0,24,99.95519179806627,1.0981490643518441,1.1726725129053615,1.8936941984829694,36000.0
0,24,99.90412436412164,1.2758658796395073,1.3778654449176178,2.229828730768157,36000.0
0,24,99.79741090329321,1.4775080862483008,1.6165800436328908,2.6256278191813047,36000.0
0,24,99.58197879326505,1.7008170594793874,1.8887977212843003,3.091682042541392,36000.0
0,24,99.11874826685036,1.9611064987191906,2.2176652012239457,3.64046182872687,36000.0
0,24,98.24183851055452,2.2277773026622025,2.569813829368104,4.2866511316679,36000.0
0,24,96.49177791579693,2.509851239324025,2.96450082810498,5.047540336676421,36000.0
0,24,93.3302834710906,2.7630870003110894,3.3510147912096158,5.943488907263226,36000.0
0,24,87.61877085740622,2.9499594534677036,3.6907759245909264,6.99847015269639,36000.0
0,24,78.53933563185633,2.9865004076041854,3.869637990049185,8.240712692897953,36000.0
0,24,66.12037389004229,2.815143055739471,3.7909754712874904,9.703455784651036,36000.0
0,24,51.311517419305666,2.4343887797362593,3.4248747786248224,11.42583871972924,36000.0
0,24,36.96870806998164,1.9424947795511005,2.8702635746559335,13.453948092984373,36000.0
0,24,25.674040428892848,1.4799894784171463,2.3056251982979536,15.842050962627892,36000.0
0,24,17.361440338641003,1.091047555959237,1.8022551237029723,18.654046898944813,36000.0
0,24,11.796604561376176,0.8001168612461516,1.4056632482376465,21.96517777457714,36000.0
0,24,8.003273408539952,0.5821082243093141,1.0938238045108233,25.864041046024628,36000.0
0,24,5.6028747326046835,0.4323166157986138,0.869537819648975,30.45496039666474,36000.0
0,24,4.023412662740176,0.3265365041281557,0.7041612059092196,35.86077717368055,36000.0
0,24,2.9459197546043545,0.24970664642620075,0.578867806009585,42.22613731066302,36000.0
0,24,2.23889365345148,0.196437373576429,0.48837826080842855,49.721361685591305,36000.0
0,24,1.76356409133374,0.15891211310945197,0.42216663646243385,58.5470034751461,36000.0
0,24,1.4187837787217938,0.13057229022005415,0.37033835105102736,68.93921444858775,36000.0
0,24,1.1699046973633922,0.10937643216213709,0.3302249395521408,81.17606378959961,36000.0
0,24,0.9928266975860753,0.09383288653280968,0.29986559532609447,95.58497852172911,36000.0
0,24,0.8595697452420016,0.08183333364885546,0.2757456874962484,112.55150462432259,36000.0
0,24,0.7586094552743774,0.07254101626642863,0.2565694609775783,132.52962326417386,36000.0
0,24,0.6808606609292451,0.0652507080139097,0.24116182403527273,156.0538981790582,36000.0
0,24,0.6211803977093215,0.05956617839845018,0.22888949975850234,183.75377924629683,36000.0
0,24,0.5737082182299951,0.054984298679115286,0.2188089945023259,216.3704449635334,36000.0
0,24,0.5359260564729745,0.05129649755429582,0.210557899687477,254.77663450375516,36000.0
0,24,0.5058838835830496,0.048336367251574176,0.20383649069376145,300.0,36000.0
0,24,99.99999997441947,0.06252991382891013,0.06275435250537262,0.1,3600.0
0,24,99.9999999420985,0.07362202587714857,0.0739333863234609,0.11775020130253673,3600.0
0,24,99.99999987056592,0.0864648618809116,0.08689469999308598,0.13865109906787929,3600.0
0,24,99.99999970682835,0.10181197927903005,0.10240856831305455,0.16326194826060753,3600.0
0,24,99.99999934046114,0.11971758336862179,0.1205434717699387,0.19224127272730873,3600.0
0,24,99.99999851176536,0.14085356245531253,0.1419984568851219,0.22636448562296468,3600.0
0,24,99.99999666160642,0.16552052875839313,0.16710419431020873,0.26654463749849283,3600.0
0,24,99.99999250575075,0.19452918254965054,0.1967209261448491,0.3138568472155922,3600.0
0,24,99.99998322508232,0.2284796686009286,0.23151024448367788,0.369567069398155,3600.0
0,24,99.99996263972321,0.26807271306361447,0.27225599069876005,0.4351659681642131,3600.0
0,24,99.99991709779485,0.3142778018586241,0.3200457699784761,0.5124088035134939,3600.0
0,24,99.99980840996002,0.37141814513231974,0.3795061456573194,0.6033623976290593,3600.0
0,24,99.99957829530672,0.43466375001748336,0.44578965931296316,0.7104604377920294,3600.0
0,24,99.999098140667,0.5057202508461075,0.5208563225444819,0.8365685956749984,3600.0
0,24,99.99798873009466,0.593252705108577,0.6142111330721367,0.9850612054411155,3600.0
0,24,99.99557264440504,0.6940290823749956,0.7229198591959757,1.1599115523601087,3600.0
0,24,99.99039002241905,0.8095116971134199,0.8491465280089268,1.3657981878354069,3600.0
0,24,99.97912847589846,0.9440898991425233,0.9985347641937724,1.6082301155625904,3600.0
0,24,99.95519179745045,1.0981490879150058,1.1726725380675826,1.8936941984829694,3600.0
0,24,99.9041243631917,1.2758658997011836,1.3778654665831302,2.229828730768157,3600.0
0,24,99.7974109015833,1.4775081068522031,1.6165800661761538,2.6256278191813047,3600.0
0,24,99.58197878722044,1.7008170977331378,1.8887977637659894,3.091682042541392,3600.0
0,24,99.1187482715811,1.9611064877149296,2.217665188780077,3.64046182872687,3600.0
0,24,98.24183849097282,2.227777342239764,2.5698138750220982,4.2866511316679,3600.0
0,24,96.49177785783934,2.509851302889801,2.9645009031854137,5.047540336676421,3600.0
0,24,93.33028347616002,2.7630870027529983,3.351014794171124,5.943488907263226,3600.0
0,24,87.61877083240645,2.9499594673005314,3.6907759418975754,6.99847015269639,3600.0
0,24,78.53933563794506,2.9865004116004665,3.8696379952272397,8.240712692897953,3600.0
0,24,66.12037368298249,2.815143082642042,3.7909755075156237,9.703455784651036,3600.0
0,24,51.311517039094035,2.4343888061731227,3.424874815818403,11.42583871972924,3600.0
0,24,36.96870769890239,1.9424947940409707,2.87026359606667,13.453948092984373,3600.0
0,24,25.674039910514203,1.4799894901639217,2.305625216598048,15.842050962627892,3600.0
0,24,17.361439835242678,1.0910475632057537,1.8022551356732839,18.654046898944813,3600.0
0,24,11.796604003480748,0.8001168666921287,1.4056632578053387,21.96517777457714,3600.0
0,24,8.003272815694668,0.5821082283225597,1.093823812052073,25.864041046024628,3600.0
0,24,5.6028741510029265,0.43231661863935444,0.8695378253627444,30.45496039666474,3600.0
0,24,4.023412076071971,0.32653650625300623,0.7041612104914193,35.86077717368055,3600.0
0,24,2.945919175910939,0.24970664800935438,0.5788678096796898,42.22613731066302,3600.0
0,24,2.238893099548145,0.19643737475899375,0.48837826374854176,49.721361685591305,3600.0
0,24,1.7635635313644038,0.15891211407145364,0.4221666390181372,58.5470034751461,3600.0
0,24,1.418783198227787,0.13057229103632728,0.3703383533662453,68.93921444858775,3600.0
0,24,1.1699041124406744,0.10937643284921678,0.3302249416265902,81.17606378959961,3600.0
0,24,0.9928261086141951,0.09383288712516402,0.29986559721915157,95.58497852172911,3600.0
0,24,0.8595691556520265,0.08183333416523757,0.2757456892362955,112.55150462432259,3600.0
0,24,0.7586088647134066,0.07254101672441704,0.2565694625974763,132.52962326417386,3600.0
0,24,0.6808600714596833,0.06525070842475607,0.2411618255537744,156.0538981790582,3600.0
0,24,0.6211798070167825,0.05956617877403392,0.2288895012017682,183.75377924629683,3600.0
0,24,0.5737076277487114,0.054984299025503384,0.21880899588081476,216.3704449635334,3600.0
0,24,0.5359254653872622,0.051296497877647264,0.21055790101478866,254.77663450375516,3600.0
0,24,0.5058832923589509,0.04833636755623654,0.2038364919785787,300.0,3600.0
0,24,99.99999997442389,0.06252991339263002,0.06275435206752658,0.1,360000.0
0,24,99.99999994210124,0.07362202502664314,0.07393338546935853,0.11775020130253673,360000.0
0,24,99.99999987056445,0.08646486099658428,0.08689469910436248,0.13865109906787929,360000.0
0,24,99.99999970682431,0.10181197797695898,0.10240856700335374,0.16326194826060753,360000.0
0,24,99.99999934047254,0.1197175820567821,0.12054347044904909,0.19224127272730873,360000.0
0,24,99.99999851177041,0.1408535625842097,0.14199845701506675,0.22636448562296468,360000.0
0,24,99.99999666160049,0.16552052557567182,0.16710419109703586,0.26654463749849283,360000.0
0,24,99.99999250576033,0.19452918009641393,0.1967209236639721,0.3138568472155922,360000.0
0,24,99.99998322509384,0.22847966669607944,0.23151024255356262,0.369567069398155,360000.0
0,24,99.99996263974312,0.2680727092434686,0.2722559868190008,0.4351659681642131,360000.0
0,24,99.9999170977935,0.31427779705399533,0.3200457650856676,0.5124088035134939,360000.0
0,24,99.99980840995393,0.3714181481606372,0.3795061487515814,0.6033623976290593,360000.0
0,24,99.99957829532796,0.434663751446472,0.445789660778529,0.7104604377920294,360000.0
0,24,99.99909814065806,0.5057202414828145,0.5208563129009484,0.8365685956749984,360000.0
0,24,99.9979887301139,0.5932526985838161,0.6142111263168694,0.9850612054411155,360000.0
0,24,99.99557264443946,0.6940290733255906,0.7229198497698657,1.1599115523601087,360000.0
0,24,99.99039002251558,0.8095116844010399,0.8491465146741315,1.3657981878354069,360000.0
0,24,99.97912847606388,0.9440898871893668,0.9985347515512879,1.6082301155625904,360000.0
0,24,99.95519179812105,1.0981490619929302,1.1726725103863653,1.8936941984829694,360000.0
0,24,99.90412436422163,1.2758658776312786,1.3778654427488406,2.229828730768157,360000.0
0,24,99.79741090345922,1.4775080841856096,1.6165800413760472,2.6256278191813047,360000.0
0,24,99.58197879384439,1.7008170556494597,1.8887977170310752,3.091682042541392,360000.0
0,24,99.11874826637823,1.9611064998208485,2.2176652024697256,3.64046182872687,360000.0
0,24,98.24183851251198,2.227777298700147,2.5698138247977456,4.2866511316679,360000.0
0,24,96.49177792158564,2.509851232960313,2.9645008205885097,5.047540336676421,360000.0
0,24,93.33028347060943,2.7630870000674292,3.3510147909141086,5.943488907263226,360000.0
0,24,87.61877085991823,2.949959452083253,3.690775922858801,6.99847015269639,360000.0
0,24,78.53933563125376,2.986500407204423,3.8696379895312063,8.240712692897953,360000.0
0,24,66.12037391076265,2.8151430530460306,3.790975467660391,9.703455784651036,360000.0
0,24,51.311517457363266,2.434388777089555,3.424874774901215,11.42583871972924,360000.0
0,24,36.968708107131384,1.9424947781006632,2.8702635725127172,13.453948092984373,360000.0
0,24,25.674040480785585,1.4799894772411735,2.3056251964659262,15.842050962627892,360000.0
0,24,17.361440389035774,1.09104755523386,1.802255122504743,18.654046898944813,360000.0
0,24,11.796604617225661,0.8001168607009803,1.4056632472798694,21.96517777457714,360000.0
0,24,8.003273467887633,0.582108223907529,1.0938238037558332,25.864041046024628,360000.0
0,24,5.602874790827252,0.43231661551424627,0.8695378190770089,30.45496039666474,360000.0
0,24,4.023412721469835,0.32653650391544503,0.7041612054505134,35.86077717368055,360000.0
0,24,2.9459198125357497,0.2497066462677226,0.5788678056421972,42.22613731066302,360000.0
0,24,2.2388937089011858,0.19643737345804846,0.4883782605141084,49.721361685591305,360000.0
0,24,1.7635641473906647,0.15891211301315297,0.4221666362066007,58.5470034751461,360000.0
0,24,1.4187838368333558,0.1305722901383397,0.3703383508192589,68.93921444858775,360000.0
0,24,1.1699047559183056,0.10937643209335518,0.3302249393444735,81.17606378959961,360000.0
0,24,0.9928267565463331,0.09383288647351051,0.29986559513658667,95.58497852172911,360000.0
0,24,0.859569804264137,0.08183333359716216,0.2757456873220588,112.55150462432259,360000.0
0,24,0.7586095143937225,0.07254101622058187,0.2565694608154186,132.52962326417386,360000.0
0,24,0.680860719939329,0.06525070797278247,0.2411618238832631,156.0538981790582,360000.0
0,24,0.6211804568418319,0.0595661783608516,0.228889499614022,183.75377924629683,360000.0
0,24,0.5737082773413583,0.054984298644439454,0.21880899436433043,216.3704449635334,360000.0
0,24,0.5359261156448523,0.05129649752192675,0.21055789955460574,254.77663450375516,360000.0
0,24,0.5058839427687758,0.048336367221076385,0.20383649056514636,300.0,360000.0
